HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,,,Input.imgurl0,Input.imgurl1,Input.imgurl2,Input.imgurl3,Input.imgurl4,Input.theme0,Input.theme1,Input.theme2,Input.theme3,Input.theme4,Input.word0,Input.word1,Input.word2,Input.word3,Input.word4,Answer.comments,Answer.ques0,Answer.ques1,Answer.ques2,Answer.ques3,Answer.ques4
3WPCIUYH1A8FOLH3K3QO07Q20PJTD7,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3ZR9AIQJUB94V0ZDJT6N1CQGYT904J,ATR6RB1RULOC0,Submitted,Thu Feb 14 21:53:19 PST 2019,Thu Feb 14 21:56:40 PST 2019,Sun Feb 17 21:56:40 PST 2019,,,,201,100% (2291/2291),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/gambling/casino.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/racing_mechanics_repair/car.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/chemistry.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets_babies_family/dog.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/food_ingredients/eat.png,gambling,racing-mechanics-repair,education,pets-babies-family,food-ingredients,casino,car,chemistry,dog,eat,Let us know your thoughts..,casino,cat,chemistry,dog,pat
37VHPF5VYC3ML9J1H9KIP5CX1CMC81,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,3SNVL38CI4S93UJWG1MN3UHD44EKC4,AKVDY8OXNMQED,Submitted,Thu Feb 14 17:15:05 PST 2019,Thu Feb 14 17:22:53 PST 2019,Sun Feb 17 17:22:53 PST 2019,,,,468,100% (19/19),100% (3/3),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/gambling/casino.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/racing_mechanics_repair/car.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/chemistry.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets_babies_family/dog.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/food_ingredients/eat.png,gambling,racing-mechanics-repair,education,pets-babies-family,food-ingredients,casino,car,chemistry,dog,eat,Let us know your thoughts..,casino,can,chemistry,dog,pat
3BKZLF990ZZ5UGK2ZVJ78NPGY6QQYY,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,32UTUBMZ7GW490L2154ZUJMC2H2VBB,A1ODGBU73JE8S,Submitted,Thu Feb 14 21:56:11 PST 2019,Thu Feb 14 21:58:06 PST 2019,Sun Feb 17 21:58:06 PST 2019,,,,115,100% (15/15),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/cattle.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/mythical%20beast_majestic_fire%20breathing/dragon.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/forest_tree_mountain/nature.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/fantasy/elf.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets/animals.png,agriculture,mythical beast-majestic-fire breathing,forest-tree-mountain,fantasy,pets,cattle,dragon,nature,elf,animals,Let us know your thoughts..,cattle,dragon,mature,elf,animals
3BKZLF990ZZ5UGK2ZVJ78NPGY6QQYY,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3NKQQ8O39Y5XBIUMABL0TN8TRV5UDS,A3J55BJGV95JKH,Submitted,Thu Feb 14 21:49:19 PST 2019,Thu Feb 14 21:51:58 PST 2019,Sun Feb 17 21:51:58 PST 2019,,,,159,100% (15/15),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/cattle.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/mythical%20beast_majestic_fire%20breathing/dragon.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/forest_tree_mountain/nature.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/fantasy/elf.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets/animals.png,agriculture,mythical beast-majestic-fire breathing,forest-tree-mountain,fantasy,pets,cattle,dragon,nature,elf,animals,Let us know your thoughts..,cattle,DRAGON,mature,elf,animal
3BKZLF990ZZ5UGK2ZVJ78NPGY6QQYY,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3O7L7BFSHEPXUXDMCP76G223XCJIE1,AH9Y3W3PJGG32,Submitted,Thu Feb 14 21:52:18 PST 2019,Thu Feb 14 21:58:23 PST 2019,Sun Feb 17 21:58:23 PST 2019,,,,365,0% (0/0),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/cattle.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/mythical%20beast_majestic_fire%20breathing/dragon.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/forest_tree_mountain/nature.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/fantasy/elf.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets/animals.png,agriculture,mythical beast-majestic-fire breathing,forest-tree-mountain,fantasy,pets,cattle,dragon,nature,elf,animals,Let us know your thoughts..,cattle,dragon,nature,elf,animal
3BKZLF990ZZ5UGK2ZVJ78NPGY6QQYY,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3R6P78PK7KBLNPPOCWWYUCPOL9FGTY,A2658LN9LNAR1D,Submitted,Thu Feb 14 22:07:49 PST 2019,Thu Feb 14 22:09:31 PST 2019,Sun Feb 17 22:09:31 PST 2019,,,,102,100% (1126/1126),100% (1/1),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/cattle.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/mythical%20beast_majestic_fire%20breathing/dragon.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/forest_tree_mountain/nature.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/fantasy/elf.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets/animals.png,agriculture,mythical beast-majestic-fire breathing,forest-tree-mountain,fantasy,pets,cattle,dragon,nature,elf,animals,Let us know your thoughts..,cattle,dragon,mature,elf,animals
3Q9SPIIRWJM9IVILVY4XXQPVJG3WAX,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,3L2IS5HSFAI6XULZZ5Z3PSKN5ZVUNY,A2Z43TA0WZ0EG0,Submitted,Thu Feb 14 17:57:59 PST 2019,Thu Feb 14 18:03:57 PST 2019,Sun Feb 17 18:03:57 PST 2019,,,,358,100% (13/13),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/cattle.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/mythical%20beast_majestic_fire%20breathing/dragon.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/forest_tree_mountain/nature.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/fantasy/elf.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/pets/animals.png,agriculture,mythical beast-majestic-fire breathing,forest-tree-mountain,fantasy,pets,cattle,dragon,nature,elf,animals,Let us know your thoughts..,Cattle,Dragon,Nature,Elf,Animals
3ZRKL6Z1E83HL5EFXTM6WNXDBYLGSF,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,33PPUNGG3858YR71YZFSF44C8EBZRS,ATR6RB1RULOC0,Submitted,Thu Feb 14 21:57:57 PST 2019,Thu Feb 14 22:04:29 PST 2019,Sun Feb 17 22:04:29 PST 2019,,,,392,100% (2291/2291),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/physics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/old%20people/age.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/olympics/boxer.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sky_rain_weather/clouds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/broke/money.png,education,old people,olympics,sky-rain-weather,broke,physics,age,boxer,clouds,money,Let us know your thoughts..,physics,ace,boxer,cloudy,vomit
3ZRKL6Z1E83HL5EFXTM6WNXDBYLGSF,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,386CSBG1OZM6YG8QJFTHDG1C7OCQ6R,A1ODGBU73JE8S,Submitted,Thu Feb 14 21:53:40 PST 2019,Thu Feb 14 21:55:46 PST 2019,Sun Feb 17 21:55:46 PST 2019,,,,126,100% (15/15),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/physics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/old%20people/age.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/olympics/boxer.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sky_rain_weather/clouds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/broke/money.png,education,old people,olympics,sky-rain-weather,broke,physics,age,boxer,clouds,money,Let us know your thoughts..,physics,ice,boxer,clouds,money
3ZRKL6Z1E83HL5EFXTM6WNXDBYLGSF,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3C5W7UE9CFQSWGUUS9VQWKURUREXM5,A32W24TWSWXW,Submitted,Thu Feb 14 21:53:07 PST 2019,Thu Feb 14 21:55:15 PST 2019,Sun Feb 17 21:55:15 PST 2019,,,,128,100% (7350/7350),100% (11/11),100% (2/2),https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/physics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/old%20people/age.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/olympics/boxer.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sky_rain_weather/clouds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/broke/money.png,education,old people,olympics,sky-rain-weather,broke,physics,age,boxer,clouds,money,"FUN, FUN, FUN!! Please do more of these!",physics,Age,boxer,clouds,money
3ZRKL6Z1E83HL5EFXTM6WNXDBYLGSF,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3I0BTBYZAXLKT7DX80UUH1UNTU80Y4,A2G7DTL156PTKA,Submitted,Thu Feb 14 21:58:39 PST 2019,Thu Feb 14 22:04:49 PST 2019,Sun Feb 17 22:04:49 PST 2019,,,,370,0% (0/0),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/physics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/old%20people/age.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/olympics/boxer.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sky_rain_weather/clouds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/broke/money.png,education,old people,olympics,sky-rain-weather,broke,physics,age,boxer,clouds,money,Let us know your thoughts..,physics,ice,boxer,clouds,honey
3BAKUKE49HC8GBOZ0L1YZQOBN7J1RC,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,33M4IA01QG1JTW7MXHR7IJO10EWRX6,A2B227N1NQYS56,Submitted,Thu Feb 14 16:56:15 PST 2019,Thu Feb 14 17:34:03 PST 2019,Sun Feb 17 17:34:03 PST 2019,,,,2268,100% (21/21),100% (1/1),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-education6/education/physics.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/old%20people/age.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/olympics/boxer.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/sky_rain_weather/clouds.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/broke/money.png,education,old people,olympics,sky-rain-weather,broke,physics,age,boxer,clouds,money,Let us know your thoughts..,physics,ace,boxer,clouds,money
3GV1I4SEO9PSKZUJ17GJ8A6TPQAL64,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,33PPO7FECVFS2RZMGUWMAKKIX0IID8,A2DWSKGD9RNKMJ,Submitted,Thu Feb 14 21:51:50 PST 2019,Thu Feb 14 22:06:52 PST 2019,Sun Feb 17 22:06:52 PST 2019,,,,902,100% (96/96),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/brown_round_edges/football.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_black_white/ball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_world%20cup_fifa/pele.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/crop.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cross_bible_church_heart/jesus.png,brown-round-edges,soccer-black-white,soccer-world cup-fifa,agriculture,cross-bible-church-heart,football,ball,pele,crop,jesus,Let us know your thoughts..,football,ball,pipe,crop,jesus
3GV1I4SEO9PSKZUJ17GJ8A6TPQAL64,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3ATTHHXXWAO60X437UXY4RNADIUXIP,A1ODGBU73JE8S,Submitted,Thu Feb 14 21:52:37 PST 2019,Thu Feb 14 21:53:18 PST 2019,Sun Feb 17 21:53:18 PST 2019,,,,41,100% (15/15),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/brown_round_edges/football.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_black_white/ball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_world%20cup_fifa/pele.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/crop.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cross_bible_church_heart/jesus.png,brown-round-edges,soccer-black-white,soccer-world cup-fifa,agriculture,cross-bible-church-heart,football,ball,pele,crop,jesus,Let us know your thoughts..,football,ball,fire,crop,jesus
3GV1I4SEO9PSKZUJ17GJ8A6TPQAL64,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3O6CYIULED1WKOUDR6QQLBXEYBBUW1,A30H28F41UBJGK,Submitted,Thu Feb 14 21:51:53 PST 2019,Thu Feb 14 21:52:40 PST 2019,Sun Feb 17 21:52:40 PST 2019,,,,47,100% (35/35),100% (1/1),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-final/brown_round_edges/football.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_black_white/ball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_world%20cup_fifa/pele.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/crop.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cross_bible_church_heart/jesus.png,brown-round-edges,soccer-black-white,soccer-world cup-fifa,agriculture,cross-bible-church-heart,football,ball,pele,crop,jesus,Let us know your thoughts..,football,ball,pipe,chop,Jesus
3GV1I4SEO9PSKZUJ17GJ8A6TPQAL64,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3VELCLL3GKJE05HKZT666L6HSBOF1P,A1RILUP7EBYOQ1,Submitted,Thu Feb 14 22:12:33 PST 2019,Thu Feb 14 22:13:46 PST 2019,Sun Feb 17 22:13:46 PST 2019,,,,73,100% (756/756),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/brown_round_edges/football.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_black_white/ball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_world%20cup_fifa/pele.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/crop.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cross_bible_church_heart/jesus.png,brown-round-edges,soccer-black-white,soccer-world cup-fifa,agriculture,cross-bible-church-heart,football,ball,pele,crop,jesus,Amazing HIT,Football,Ball,Pete,Crop,Jesus
3KI0JD2ZU1IT5E5HXDF9P5OSU6576H,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 16:56:04 PST 2019,1,BatchId:3532956,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 16:56:04 PST 2019,,,3PQ8K71NHXKFY2DCKWD73LOTZPZAAD,A1QVNF19XSRSD7,Submitted,Thu Feb 14 17:00:38 PST 2019,Thu Feb 14 17:01:40 PST 2019,Sun Feb 17 17:01:40 PST 2019,,,,62,100% (97/97),100% (4/4),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/brown_round_edges/football.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_black_white/ball.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/soccer_world%20cup_fifa/pele.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/crop.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/cross_bible_church_heart/jesus.png,brown-round-edges,soccer-black-white,soccer-world cup-fifa,agriculture,cross-bible-church-heart,football,ball,pele,crop,jesus,Let us know your thoughts..,football,ball,pepe,cows,jesus
3ZXNP4Z39RLBOZ8OKHLBEO6PK1UL73,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,30LSNF239UV5ZH16J5C5E1TE09TI2Z,A2WNW8A4MOR7T7,Submitted,Thu Feb 14 21:50:59 PST 2019,Thu Feb 14 22:01:47 PST 2019,Sun Feb 17 22:01:47 PST 2019,,,,648,100% (1586/1588),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/pastor_jesus_people_steeple/church.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/gift_hands_food/grace.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/money.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/flying_sky_pilot/airplane.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/farming.png,pastor-jesus-people-steeple,gift-hands-food,banking-finance-support,flying-sky-pilot,agriculture,church,grace,money,airplane,farming,Let us know your thoughts..,church,grace,money,alpine,farming
3ZXNP4Z39RLBOZ8OKHLBEO6PK1UL73,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,339ANSOTR520GX5W8BI9EXF8H9FKIN,A1VW8Y7XCV3DRW,Submitted,Thu Feb 14 21:50:54 PST 2019,Thu Feb 14 21:52:01 PST 2019,Sun Feb 17 21:52:01 PST 2019,,,,67,99% (138/140),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/pastor_jesus_people_steeple/church.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/gift_hands_food/grace.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/money.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/flying_sky_pilot/airplane.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/farming.png,pastor-jesus-people-steeple,gift-hands-food,banking-finance-support,flying-sky-pilot,agriculture,church,grace,money,airplane,farming,Let us know your thoughts..,church,grace,honey,airplane,planting
3ZXNP4Z39RLBOZ8OKHLBEO6PK1UL73,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3HYA4D452RJLPQZGIX6KB4GMKH22FT,A2DWSKGD9RNKMJ,Submitted,Thu Feb 14 21:50:53 PST 2019,Thu Feb 14 21:53:35 PST 2019,Sun Feb 17 21:53:35 PST 2019,,,,162,100% (96/96),0% (0/0),0% (0/0),https://purvaten.github.io/crowd-results/crowd-results-original-final/pastor_jesus_people_steeple/church.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/gift_hands_food/grace.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/money.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/flying_sky_pilot/airplane.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/farming.png,pastor-jesus-people-steeple,gift-hands-food,banking-finance-support,flying-sky-pilot,agriculture,church,grace,money,airplane,farming,Let us know your thoughts..,church,grace,money,airplane,farming
3ZXNP4Z39RLBOZ8OKHLBEO6PK1UL73,3VUPA8U9XY03TDD2ACSRXQ7J959XFU,Identify the word in the doodle,Identify the word in the doodle (a sequence of icons which resemble the letters of the word),"doodle, letters, cliparts, words, icons",$0.25,Thu Feb 14 21:48:35 PST 2019,4,BatchId:3533157,OriginalHitTemplateId:928390876,,3600,259200,Sun Feb 24 21:48:35 PST 2019,,,3Z4AIRP3C6DV0R85ZNCSCS6OWGJX1X,A22DDO8NILSX6O,Submitted,Thu Feb 14 21:49:45 PST 2019,Thu Feb 14 22:06:57 PST 2019,Sun Feb 17 22:06:57 PST 2019,,,,1032,100% (111/111),100% (4/4),100% (1/1),https://purvaten.github.io/crowd-results/crowd-results-original-final/pastor_jesus_people_steeple/church.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/gift_hands_food/grace.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/banking_finance_support/money.png,https://purvaten.github.io/crowd-results/crowd-results-original-final/flying_sky_pilot/airplane.png,https://purvaten.github.io/crowd-results/crowd-results-original-education6/agriculture/farming.png,pastor-jesus-people-steeple,gift-hands-food,banking-finance-support,flying-sky-pilot,agriculture,church,grace,money,airplane,farming,Let us know your thoughts..,church,grace,money,airplane,farming
